n,algorithm,mean_distance,std_distance,mean_fitness,std_fitness,mean_time,std_time
10,Hill Climbing,287.983286786309,38.88755871515085,0.003531840645466257,0.0004934061031169547,0.009374594688415528,0.000894460080350079
10,ACO,287.983286786309,38.88755871515085,0.003531840645466257,0.0004934061031169547,0.9378156423568725,0.03497483871215989
20,Hill Climbing,382.66339013246966,11.627871121537956,0.0026154773625479536,8.10392705057757e-05,0.1749127149581909,0.011962660444853728
20,ACO,383.4931296038524,12.894258872686851,0.0026102888662623814,8.865697895327215e-05,2.4323544263839723,0.04061626767699866
50,Hill Climbing,578.5469514772893,27.704211374067764,0.0017321535552723255,8.56363659109611e-05,6.5986412286758425,0.18164620849073493
50,ACO,579.28253727284,28.501581794601716,0.0017301380090708886,8.739687408213451e-05,9.446279931068421,0.266231579347179
